id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6453321,Townhouse in Singapore · 1 bedroom · 1 bed · 1 shared bath,11463785,Dianne,North-East Region,Ang Mo Kio,1.36973,103.82847,Private room,45,92,1,2017-07-15,0.01,8,245,0,
6481052,Serviced apartment in Orchard  · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,7210103,Thanksgivings,Central Region,River Valley,1.296265,103.840942,Entire home/apt,295,6,100,2023-09-16,0.99,6,363,51,Authorised Serviced Apartment
6529707,Home in Singapore · ★4.92 · 2 bedrooms · 2 beds · 1 shared bath,33003286,Suan Khim,West Region,Clementi,1.29575,103.76707,Private room,54,90,39,2023-04-15,0.39,2,113,1,Authorised Serviced Apartment
6547248,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,5556667,David,Central Region,Bukit Timah,1.34507,103.76804,Private room,77,92,2,2018-01-22,0.02,1,365,0,
6603464,Bungalow in Singapore · ★4.44 · 1 bedroom · 1 bed · 1 private bath,28809566,Property,North Region,Sembawang,1.44167,103.82376,Private room,135,92,9,2019-08-31,0.09,5,364,0,
6607671,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31099,103.85849,Entire home/apt,246,92,1,2016-08-20,0.01,16,0,0,
6620261,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,34649530,Prim,Central Region,Novena,1.32419,103.85252,Entire home/apt,91,120,3,2019-07-10,0.04,5,81,0,
6630341,Home in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,34707865,Stteven,North-East Region,Serangoon,1.34611,103.87071,Private room,90,92,99,2021-12-18,1.01,3,0,0,
6638508,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,11324694,Rainer,Central Region,Kallang,1.3124,103.85758,Private room,94,92,17,2023-04-02,0.17,3,252,2,
6663672,Home in Singapore · 1 bedroom · 2 beds · 0 baths,31721965,Feng,Central Region,Downtown Core,1.27914,103.85002,Private room,85,92,0,,,1,0,0,
6693516,Rental unit in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 bath,33944993,Melissa,East Region,Bedok,1.31688,103.90906,Entire home/apt,150,180,11,2018-08-08,0.11,1,124,0,
6716844,Bed and breakfast in Singapore · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,Central Region,Rochor,1.30205,103.85804,Private room,120,92,2,2018-01-01,0.03,7,0,0,
6718219,Home in Singapore · ★4.92 · 1 bedroom · 2 beds · 1 private bath,34707865,Stteven,North-East Region,Serangoon,1.34385,103.86892,Private room,100,92,59,2022-01-08,0.59,3,0,0,
6718514,Home in Singapore · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,34707865,Stteven,North-East Region,Serangoon,1.34603,103.87037,Private room,90,96,75,2020-01-27,0.75,3,0,0,
6831622,Rental unit in Singapore · ★4.65 · 1 bedroom · 1 bed · 1.5 baths,437092,Aloysius,Central Region,Queenstown,1.30613,103.78094,Entire home/apt,150,92,23,2019-10-17,0.23,1,0,0,
6837947,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,35833085,Benedict,North-East Region,Hougang,1.38084,103.88983,Entire home/apt,2300,365,0,,,1,0,0,
7117201,Condo in Singapore · Studio · 1 bed · 1 bath,37284901,Niti,Central Region,Kallang,1.32614,103.8634,Entire home/apt,200,92,0,,,1,0,0,
7156419,Condo in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,21763604,Purple,Central Region,Downtown Core,1.27284,103.84445,Entire home/apt,158,92,15,2017-04-15,0.15,1,28,0,
7162659,Condo in Singapore · ★4.50 · 2 bedrooms · 3 beds · 3 baths,37512810,Sean,Central Region,Queenstown,1.30423,103.784,Entire home/apt,180,93,9,2018-08-20,0.10,1,185,0,
7227489,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,1119168,Sunny,Central Region,Tanglin,1.29407,103.8284,Private room,200,92,0,,,1,0,0,
7250709,Rental unit in Queensway/Alexandra · ★4.60 · 5 bedrooms · 5 beds · 3 shared baths,34649530,Prim,Central Region,Queenstown,1.28843,103.80247,Private room,59,92,5,2021-06-20,0.06,5,91,0,
7250803,Condo in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,37964493,Kingsley,West Region,Jurong East,1.33303,103.72607,Private room,66,92,27,2023-05-06,0.30,5,258,2,
7296138,Rental unit in Singapore · ★4.96 · 1 bedroom · 1 bed · 1 private bath,31583707,Catherine,Central Region,Geylang,1.31461,103.88467,Private room,70,92,26,2023-06-30,0.27,2,98,2,
7321238,Home in Singapore · ★4.94 · 1 bedroom · 1 bed · 1 private bath,12083856,Wendy,West Region,Jurong West,1.34265,103.71339,Private room,58,93,35,2022-08-31,0.37,2,356,0,
7398096,Condo in Singapore · ★4.23 · 1 bedroom · 1 bed · 1 bath,38761662,Isolda,East Region,Bedok,1.31401,103.91057,Private room,90,92,22,2017-01-02,0.23,1,90,0,
7441844,Condo in Singapore · ★4.60 · 1 bedroom · 1 bed · 1 private bath,27072426,WorldQ,North-East Region,Sengkang,1.38536,103.89662,Private room,500,900,5,2017-09-03,0.05,1,0,0,
7466596,Loft in Singapore · Studio · 1 bed · 1 bath,11463785,Dianne,Central Region,Kallang,1.31519,103.85735,Entire home/apt,115,92,0,,,8,357,0,
7641522,Bed and breakfast in Singapore · ★4.33 · 1 bedroom · 2 beds · 8 baths,8773916,Superb Hostel,Central Region,Rochor,1.30298,103.85774,Private room,90,92,3,2018-12-16,0.04,7,0,0,
7653937,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.3073,103.86344,Private room,59,92,1,2016-08-05,0.01,93,326,0,
7666349,Place to stay in Singapore · ★4.43 · 2 bedrooms · 2 beds · 1 bath,40248541,Gopal,North Region,Yishun,1.41142,103.8426,Private room,188,92,7,2021-02-14,0.08,6,0,0,
7667016,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30751,103.86163,Private room,59,92,3,2018-01-06,0.03,70,326,0,
7720994,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,11463785,Dianne,Central Region,Kallang,1.31555,103.85649,Entire home/apt,95,92,3,2017-06-20,0.03,8,265,0,
7765392,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,11324694,Rainer,Central Region,Kallang,1.3131539821624756,103.8578109741211,Private room,85,92,16,2023-06-15,0.17,3,173,2,
7769781,Home in Singapore · ★4.62 · 1 bedroom · 2 beds · 1.5 baths,40868086,Tilak,Central Region,Bukit Merah,1.27311,103.84078,Private room,129,1,29,2019-10-19,0.29,1,341,0,Authorised Serviced Apartment
7776711,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,34649530,Prim,Central Region,Queenstown,1.28872,103.80408,Private room,37,92,0,,,5,90,0,
7905972,Townhouse in Singapore · ★4.25 · 1 bedroom · 2 beds · 1 shared bath,12422759,Christine,Central Region,Marine Parade,1.30634,103.90207,Private room,88,92,5,2019-09-23,0.05,1,365,0,
7927886,Condo in Singapore · ★4.77 · 2 bedrooms · 1 bed · Shared half-bath,37964493,Kingsley,West Region,Jurong East,1.33433,103.727,Private room,56,92,32,2023-01-20,0.33,5,150,1,
7946472,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30743,103.86305,Private room,49,92,2,2016-12-28,0.02,70,357,0,
7994039,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30928,103.86342,Private room,50,92,2,2016-05-09,0.02,70,326,0,
8004063,Rental unit in Singapore · ★4.25 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.3075,103.86268,Private room,49,92,8,2018-02-15,0.08,93,326,0,
8007663,Rental unit in Singapore · ★4.33 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30627,103.86415,Private room,47,92,3,2016-11-17,0.03,93,326,0,
8017511,Home in Singapore · ★4.39 · 3 bedrooms · 5 beds · 1.5 baths,22595027,Tiffany,East Region,Bedok,1.32162,103.91466,Entire home/apt,200,92,34,2020-01-19,0.38,1,365,0,
8038199,Aparthotel in Singapore · ★4.66 · 1 bedroom · 1 bed · 1 bath,23336011,Heritage,Central Region,Downtown Core,1.29694,103.85557,Entire home/apt,184,1,193,2023-08-07,2.03,62,352,22,S0448
8061522,Condo in Singapore · ★4.42 · 3 bedrooms · 3 beds · 2.5 baths,8715875,Kelvin,Central Region,Tanglin,1.31593,103.82905,Entire home/apt,220,92,21,2021-03-01,0.22,1,288,0,
8111502,Home in Singapore · ★4.38 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31713,103.91314,Private room,130,92,8,2019-12-09,0.09,39,332,0,
8111607,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31756,103.91254,Private room,130,92,1,2021-08-31,0.04,39,328,0,
8113569,Home in Singapore · ★4.40 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31716,103.91232,Private room,90,92,5,2022-03-24,0.06,39,181,0,
8113712,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31893,103.91257,Private room,100,92,7,2023-01-17,0.11,39,234,1,
8113821,Home in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31716,103.91259,Private room,100,92,6,2022-01-16,0.07,39,282,0,
8113893,Home in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31696,103.91394,Private room,100,92,9,2022-03-07,0.10,39,295,0,
8113936,Home in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31851,103.9123,Private room,100,92,8,2022-05-06,0.09,39,335,0,
8114003,Home in Singapore · ★4.53 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31855,103.91259,Private room,100,92,15,2023-06-30,0.15,39,279,2,
8180346,Home in Singapore · ★4.83 · 2 bedrooms · 1 bed · 1 private bath,30080617,Eddie,East Region,Tampines,1.3455,103.96045,Private room,55,92,203,2019-06-29,2.09,5,96,0,
8195397,Hostel in Singapore · ★4.09 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30389,103.849,Shared room,28,92,131,2020-03-11,1.34,14,265,0,
8196180,Hostel in Singapore · ★4.12 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30356,103.84953,Shared room,33,92,25,2020-03-08,0.26,14,265,0,
8196359,Hostel in Singapore · ★3.33 · 1 bedroom · 1 bed · 0 shared baths,43228625,Gfourstation,Central Region,Rochor,1.30394,103.85108,Shared room,33,92,3,2019-06-26,0.04,14,265,0,
8196417,Rental unit in Singapore · ★4.30 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30345,103.84902,Shared room,30,92,40,2020-01-13,0.41,14,265,0,
8200542,Condo in Singapore · ★4.45 · 3 bedrooms · 4 beds · 2 baths,41672668,Michael,Central Region,Geylang,1.31334,103.89381,Entire home/apt,280,92,190,2020-03-12,1.94,1,355,0,
8212422,Rental unit in Singapore · ★4.0 · 1 bedroom · 4 beds,43228625,Gfourstation,Central Region,Rochor,1.3055,103.84889,Shared room,130,92,31,2019-11-16,0.33,14,265,0,
8256942,Bungalow in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,28809566,Property,North Region,Sembawang,1.44162,103.82343,Private room,108,92,6,2018-06-29,0.06,5,364,0,
8264717,Condo in Singapore · ★4.88 · 3 bedrooms · 3 beds · 3 baths,42563687,Kathleen,East Region,Tampines,1.34789,103.93969,Entire home/apt,200,100,148,2021-12-19,1.52,1,296,0,
8277151,Serviced apartment in Orchard  · ★4.71 · Studio · 2 beds · 1 bath,7210103,Thanksgivings,Central Region,River Valley,1.296265,103.840942,Entire home/apt,272,6,299,2023-09-23,3.07,6,365,108,Authorised Serviced Apartment
8343880,Rental unit in Singapore · ★3.67 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30362,103.84967,Shared room,33,92,6,2019-07-23,0.07,14,265,0,
8345350,Rental unit in Singapore · ★4.09 · 1 bedroom · 8 beds,43228625,Gfourstation,Central Region,Rochor,1.30479,103.85091,Shared room,28,92,80,2019-12-18,0.84,14,265,0,
8345921,Rental unit in Singapore · ★3.63 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30565,103.84964,Shared room,36,92,8,2019-12-21,0.08,14,265,0,
8355592,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed,43228625,Gfourstation,Central Region,Rochor,1.30563,103.85041,Shared room,30,92,13,2020-02-06,0.14,14,265,0,
8380826,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,44165891,Vikneswaran,West Region,Jurong West,1.34546,103.70155,Private room,27,183,1,2015-10-28,0.01,1,1,0,
8445747,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30803,103.8627,Private room,59,92,1,2016-03-10,0.01,93,357,0,
8492009,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,40345484,Ine,Central Region,Newton,1.31662,103.83582,Private room,120,92,0,,,1,0,0,
8508225,Condo in Singapore · ★4.85 · 1 bedroom · 1 bed · 1 bath,4604183,Swaminathan,Central Region,Downtown Core,1.28172,103.85193,Entire home/apt,285,92,33,2023-09-01,0.34,1,178,1,
8522750,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,44820563,Lorraine,North-East Region,Serangoon,1.35476,103.87241,Private room,60,180,0,,,1,0,0,
8571567,Rental unit in Singapore · 1 bedroom · 1 bed · 0 shared baths,45112161,Jian Hao,East Region,Tampines,1.35329,103.93195,Shared room,119,92,0,,,1,0,0,
8577081,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,27680847,Ser,Central Region,Novena,1.32218,103.84192,Private room,90,120,0,,,1,0,0,
8625349,Hostel in Singapore · ★4.38 · 1 bedroom · 9 beds · 5 baths,45368183,Beary Best Hostel,Central Region,Outram,1.28326,103.84468,Hotel room,28,1,8,2020-01-04,0.09,8,265,0,S0246
8626676,Hostel in Singapore · ★4.53 · 1 bedroom · 6 beds · 5 baths,45368183,Beary Best Hostel,Central Region,Outram,1.2852,103.84512,Hotel room,32,1,17,2019-12-12,0.18,8,265,0,S0246
8654132,Hostel in Singapore · ★4.51 · 1 bedroom · 8 beds · 5 baths,45368183,Beary Best Hostel,Central Region,Outram,1.28283,103.84486,Hotel room,28,1,38,2019-12-08,0.40,8,265,0,S0246
8654673,Hostel in Singapore · ★4.43 · 1 bedroom · 8 beds · 1 bath,45368183,Beary Best Hostel,Central Region,Outram,1.28426,103.84442,Hotel room,32,1,21,2019-12-27,0.22,8,265,0,S0246
8705956,Rental unit in Singapore · ★4.20 · Studio · 1 bed · 1 bath,45661681,Betty,Central Region,Downtown Core,1.2802,103.8507,Entire home/apt,211,92,10,2019-09-20,0.11,11,365,0,
8721639,Condo in Singapore · ★4.75 · 2 bedrooms · 2 beds · 2 baths,45661681,Betty,Central Region,Downtown Core,1.28199,103.85358,Entire home/apt,461,92,20,2020-04-30,0.23,11,365,0,
8727077,Home in Singapore · 1 bedroom · 2 beds · 1 shared bath,45798265,Kuldip,North-East Region,Ang Mo Kio,1.39021,103.85452,Private room,273,92,0,,,1,0,0,
8800763,Townhouse in Singapore · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,46116154,Joyce,Central Region,Marine Parade,1.3072,103.90167,Private room,89,92,215,2018-10-08,2.23,1,0,0,
8890247,Townhouse in Singapore · ★4.51 · 1 bedroom · 4 beds · 1 shared bath,46515276,Ark,Central Region,Kallang,1.31131,103.87242,Private room,85,365,45,2020-03-03,0.47,12,312,0,
8897560,Hostel in Singapore · ★4.22 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.31147,103.86072,Hotel room,24,92,38,2018-06-29,0.39,15,365,0,
8914905,Bed and breakfast in Singapore · ★4.75 · 1 bedroom · 7 beds · Shared half-bath,8881470,Wink,Central Region,Outram,1.28313,103.84356,Hotel room,466,1,4,2023-08-11,0.07,5,333,1,S0199
8957363,Place to stay in Singapore · 3 bedrooms · 5 beds · 2 baths,46815723,Jj,West Region,Bukit Batok,1.34589,103.74904,Entire home/apt,80,366,0,,,1,0,0,
9016784,Rental unit in Singapore · ★3.88 · 1 bedroom · 2 beds · 1 private bath,45661681,Betty,Central Region,Novena,1.32205,103.84122,Private room,127,92,8,2017-08-09,0.09,11,365,0,
9019945,Rental unit in Singapore · Studio · 2 beds · 1 bath,45661681,Betty,Central Region,Downtown Core,1.29673,103.8574,Entire home/apt,259,92,0,,,11,365,0,
9054629,Hostel in Singapore · ★4.17 · 1 bedroom · 1 bed · 4 shared baths,46052159,BEAT. Capsule Hostel,Central Region,Downtown Core,1.28535,103.85062,Shared room,51,92,23,2019-11-15,0.24,4,0,0,
9054941,Hostel in Singapore · 1 bedroom · 2 beds · 4 shared baths,46052159,BEAT. Capsule Hostel,Central Region,Singapore River,1.28656,103.8482,Shared room,103,92,2,2019-01-31,0.03,4,0,0,
9055103,Hostel in Singapore · ★4.50 · 1 bedroom · 1 bed · 4 shared baths,46052159,BEAT. Capsule Hostel,Central Region,Downtown Core,1.28775,103.85017,Shared room,79,92,26,2019-05-24,0.27,4,0,0,
9105592,Rental unit in Singapore · 1 bedroom · 2 beds · 1 shared bath,39205735,Joycelyn,North Region,Yishun,1.42591,103.8495,Private room,80,92,1,2018-12-26,0.02,1,0,0,
9116730,Hostel in Singapore · ★4.57 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,Central Region,Kallang,1.3117,103.86028,Private room,80,1,82,2023-07-21,0.91,14,355,29,S0251
9143024,Hostel in Singapore · ★4.03 · 1 bedroom · 2 beds · 8 baths,46545593,Meadows,Central Region,Kallang,1.31458,103.85076,Hotel room,47,92,34,2018-08-01,0.36,15,365,0,
9204908,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,45661681,Betty,Central Region,Downtown Core,1.29672,103.8572,Entire home/apt,259,92,0,,,11,365,0,
9207480,Home in Singapore · 1 bedroom · 2 beds · 1 shared bath,47888110,Derrick,Central Region,Toa Payoh,1.33284,103.87767,Shared room,56,92,0,,,2,0,0,
9216943,Home in Singapore · ★4.76 · 1 bedroom · 1 bed · 1 private bath,47682311,Apple,West Region,Bukit Batok,1.34842,103.74679,Private room,259,92,27,2018-10-17,0.29,4,180,0,
9268058,Townhouse in Singapore · ★4.44 · 1 bedroom · 5 beds · 0 baths,46515276,Ark,Central Region,Kallang,1.30959,103.87369,Private room,105,365,34,2020-02-02,0.37,12,312,0,
9268500,Townhouse in Singapore · ★4.0 · 1 bedroom · 6 beds · 0 baths,46515276,Ark,Central Region,Kallang,1.30975,103.87248,Private room,125,92,8,2020-02-09,0.09,12,312,0,
9268680,Townhouse in Singapore · ★4.60 · 1 bedroom · 7 beds · 0 baths,46515276,Ark,Central Region,Kallang,1.31106,103.87212,Private room,145,92,15,2019-07-20,0.16,12,312,0,
9269260,Townhouse in Singapore · ★4.67 · 1 bedroom · 8 beds · 0 baths,46515276,Ark,Central Region,Kallang,1.31103,103.87422,Private room,165,92,9,2020-02-11,0.10,12,312,0,S0307
9269637,Townhouse in Singapore · 1 bedroom · 8 beds · 1 bath,46515276,Ark,Central Region,Kallang,1.31161,103.8741,Private room,200,92,1,2016-05-31,0.01,12,312,0,
9269848,Townhouse in Singapore · ★4.50 · 1 bedroom · 7 beds · 1 bath,46515276,Ark,Central Region,Kallang,1.30976,103.87371,Private room,165,92,4,2020-02-18,0.05,12,312,0,
9269981,Townhouse in Singapore · ★4.71 · 1 bedroom · 16 beds · 8 baths,46515276,Ark,Central Region,Kallang,1.31017,103.87419,Private room,300,92,7,2019-11-12,0.08,12,326,0,
9281075,Rental unit in Singapore · ★4.87 · 1 bedroom · 1 bed · 1 bath,48196619,Jialin,West Region,Jurong West,1.34729,103.72103,Private room,50,180,30,2023-05-26,0.32,1,274,1,
9282668,Rental unit in Singapore · 2 bedrooms · 1 bed · 1 private bath,35065351,Perfect,North Region,Sembawang,1.43965,103.82345,Private room,135,92,0,,,3,0,0,
9283072,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,35065351,Perfect,North Region,Sembawang,1.43992,103.82355,Private room,135,92,1,2018-01-14,0.01,3,0,0,
9351647,Guesthouse in Singapore · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,47682311,Apple,West Region,Bukit Batok,1.35165,103.75409,Private room,88,92,8,2018-06-11,0.09,4,365,0,
9397355,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,Central Region,Outram,1.28393,103.84335,Private room,69,92,0,,,70,357,0,
9398808,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,45955773,Jye,Central Region,Bukit Merah,1.28549,103.83457,Entire home/apt,300,92,0,,,1,365,0,
9417635,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,39525377,Rathnah,North Region,Woodlands,1.43337,103.77524,Private room,19,180,0,,,1,8,0,
